Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
00352995  push aminstantservice.4BCD80                                      "activeMARK Instant Service"
003529BC  push aminstantservice.4BCD9C                                      "AMInstantService"
00352A84  push aminstantservice.4BCDB0                                      "--service-run"
00352AFA  push aminstantservice.4BCDC0                                      "%s"
00352B2B  push aminstantservice.4BCDC4                                      "Service has been successfully installed!"
00352BC4  push aminstantservice.4BCDF0                                      "Enhances gaming experience from the web browsers"
00352BE0  push aminstantservice.4BCE24                                      "activeMARK Instant Service"
00352C07  push aminstantservice.4BCE40                                      "AMInstantService"
00352D8F  push aminstantservice.4BCE54                                      "activeMARK Instant Service"
00352DB6  push aminstantservice.4BCE70                                      "AMInstantService"
00352E8B  push aminstantservice.4BCE84                                      "%s"
00352EBC  push aminstantservice.4BCE88                                      "Service has been successfully uninstalled!"
00352F52  push aminstantservice.4BCF08                                      "invalid map/set<T> iterator"
003533DD  push aminstantservice.4BCA10                                      "evt"
003533ED  push aminstantservice.4BCA14                                      "exception"
00353414  push aminstantservice.4BCA20                                      "logname"
00353421  push aminstantservice.4BCA28                                      "am-aminstant-exception"
00353448  push aminstantservice.4BCA40                                      "exception"
00353455  push aminstantservice.4BCA4C                                      "unhandled"
0035347C  push aminstantservice.4BCA58                                      "exception_code"
00353494  push aminstantservice.4BCA68                                      "0x%08x"
003534D5  push aminstantservice.4BCA70                                      "exception_flags"
003534EB  push aminstantservice.4BCA80                                      "0x%08x"
0035352C  push aminstantservice.4BCA88                                      "exception_address"
00353542  push aminstantservice.4BCA9C                                      "0x%08x"
00353583  push aminstantservice.4BCAA4                                      "internal"
0035360F  push aminstantservice.4BCAB0                                      "exception_address"
0035361C  push aminstantservice.4BCAC4                                      "exception_flags"
0035362D  push aminstantservice.4BCAD4                                      "exception_code"
003536D0  push aminstantservice.4BCAE4                                      "AmInstantService::exception: code=%s, flags=%s, address=%s"
0035383A  mov ecx,aminstantservice.4BCB20                                   "exit"
00353898  push aminstantservice.4BCB28                                      "v8.47.49 ActiveMARK[R] R8.47"
003538A0  push aminstantservice.4BCB48                                      "Starting AmInstantService %s"
003538FA  push aminstantservice.4BCB68                                      "evt"
0035390E  push aminstantservice.4BCB6C                                      "servicestart"
00353936  push aminstantservice.4BCB7C                                      "logname"
00353943  push aminstantservice.4BCB84                                      "am-aminstant-servicestart"
0035396B  push aminstantservice.4BCBA0                                      "internal"
00353AD6  push aminstantservice.4BCBAC                                      "Started!\n"
00353AE3  push aminstantservice.4BCBB8                                      "http"
00353BAF  push aminstantservice.4BCC4C                                      "Stopping service"
00353C57  push aminstantservice.4BCBC0                                      "Unexpected error occurred: %s\n"
00353C71  push aminstantservice.4BCBE0                                      "AmInstantService: unexpected error occurred (desc=%s)\n"
00353CA7  push aminstantservice.4BCC18                                      "Unknown error"
00353CB4  push aminstantservice.4BCC28                                      "AmInstantService: unknown exception"
00353D7F  push aminstantservice.4BCC60                                      "activeMARK Instant Service"
00353DA6  push aminstantservice.4BCC7C                                      "AMInstantService"
00353E80  push aminstantservice.4BCC90                                      "%s"
00353F0B  mov ecx,aminstantservice.4BCEC0                                   "--console"
00353F9C  mov edx,dword ptr ds:[ecx*4+50C048]                               "p%5"
0035418E  push aminstantservice.4BCF2C                                      "\" "
003543BE  push aminstantservice.4BD158                                      "kernel32.dll"
003543DC  push aminstantservice.4BD168                                      "Wtsapi32.dll"
003543E8  push aminstantservice.4BD178                                      "advapi32.dll"
003543F2  push aminstantservice.4BD188                                      "Userenv.dll"
00354427  push aminstantservice.4BD1A8                                      "WTSEnumerateSessionsW"
0035442F  push aminstantservice.4BD1C0                                      "WTSFreeMemory"
0035443C  push aminstantservice.4BD1D0                                      "WTSQueryUserToken"
00354449  push aminstantservice.4BD1E4                                      "CreateEnvironmentBlock"
0035445A  push aminstantservice.4BD1FC                                      "DestroyEnvironmentBlock"
00354465  push aminstantservice.4BD214                                      "DuplicateTokenEx"
0035459E  push aminstantservice.4BD268                                      "\" "
003545B3  mov dword ptr ss:[ebp-11C],aminstantservice.4BD244                L"Winsta0\\Default"
00354705  mov dword ptr ss:[ebp-70],aminstantservice.4BD228                 "Cannot get a valid token"
0035473E  mov dword ptr ss:[ebp-64],aminstantservice.4BD194                 "Cannot load library"
00354C0A  push aminstantservice.4BD2F8                                      "kernel32.dll"
00354C26  push aminstantservice.4BD308                                      "GetModuleFileNameExW"
00354C38  push aminstantservice.4BD320                                      "psapi.dll"
00354C45  push aminstantservice.4BD32C                                      "GetModuleFileNameExW"
00354ECE  push aminstantservice.4BCF30                                      "kernel32.dll"
00354EE9  push aminstantservice.4BCF40                                      "Wtsapi32.dll"
00354EF5  push aminstantservice.4BCF50                                      "advapi32.dll"
00354EFF  push aminstantservice.4BCF60                                      "Userenv.dll"
00354F34  push aminstantservice.4BCF80                                      "WTSEnumerateSessionsW"
00354F3C  push aminstantservice.4BCF98                                      "WTSFreeMemory"
00354F46  push aminstantservice.4BCFA8                                      "WTSQueryUserToken"
00354F54  push aminstantservice.4BCFBC                                      "CreateEnvironmentBlock"
00354F5F  push aminstantservice.4BCFD4                                      "DestroyEnvironmentBlock"
00354F6D  push aminstantservice.4BCFEC                                      "DuplicateTokenEx"
0035507A  mov dword ptr ss:[ebp-70],aminstantservice.4BD000                 "Cannot get a valid token"
003551D9  push aminstantservice.4BD040                                      "\" "
003551EE  mov dword ptr ss:[ebp-114],aminstantservice.4BD01C                L"Winsta0\\Default"
00355361  mov dword ptr ss:[ebp-68],aminstantservice.4BCF6C                 "Cannot load library"
003554AF  push aminstantservice.4BD044                                      "kernel32.dll"
003554BC  push aminstantservice.4BD054                                      "Wtsapi32.dll"
003554C8  push aminstantservice.4BD064                                      "advapi32.dll"
003554D2  push aminstantservice.4BD074                                      "Userenv.dll"
00355507  push aminstantservice.4BD094                                      "WTSEnumerateSessionsW"
0035550F  push aminstantservice.4BD0AC                                      "WTSFreeMemory"
00355519  push aminstantservice.4BD0BC                                      "WTSQueryUserToken"
00355527  push aminstantservice.4BD0D0                                      "CreateEnvironmentBlock"
00355532  push aminstantservice.4BD0E8                                      "DestroyEnvironmentBlock"
00355540  push aminstantservice.4BD100                                      "DuplicateTokenEx"
00355645  mov dword ptr ss:[ebp-80],aminstantservice.4BD114                 "Cannot get a valid token"
0035579C  push aminstantservice.4BD154                                      "\" "
003557B1  mov dword ptr ss:[ebp-124],aminstantservice.4BD130                L"Winsta0\\Default"
003559C0  mov dword ptr ss:[ebp-78],aminstantservice.4BD080                 "Cannot load library"
00355BFD  push aminstantservice.4BD34C                                      "list<T> too long"
00356120  push aminstantservice.4BD34C                                      "list<T> too long"
00356258  push aminstantservice.4BC608                                      "vector<T> too long"
0035651B  push aminstantservice.4BC608                                      "vector<T> too long"
003565A1  push aminstantservice.4BCEF4                                      "map/set<T> too long"
003568A3  push aminstantservice.4BCF08                                      "invalid map/set<T> iterator"
00357720  push aminstantservice.4BD344                                      "rundll"
00357830  push aminstantservice.4BD34C                                      "list<T> too long"
00357D68  mov dword ptr ds:[esi],aminstantservice.4BD620                    "p~5"
00357E98  mov dword ptr ds:[esi],aminstantservice.4BD620                    "p~5"
00357F67  mov dword ptr ss:[esp+C],aminstantservice.4BD620                  "p~5"
00357F9A  mov dword ptr ss:[esp+C],aminstantservice.4BD620                  "p~5"
003581F2  push aminstantservice.4BD390                                      "aminstanttmp"
00358293  push aminstantservice.4BD494                                      "kernel32.dll"
003582A8  push aminstantservice.4BD4A4                                      "Wtsapi32.dll"
003582B4  push aminstantservice.4BD4B4                                      "advapi32.dll"
003582DF  push aminstantservice.4BD4D8                                      "WTSGetActiveConsoleSessionId"
003582E7  push aminstantservice.4BD4F8                                      "WTSQueryUserToken"
003582F6  push aminstantservice.4BD50C                                      "DuplicateTokenEx"
00358301  push aminstantservice.4BD520                                      "ImpersonateLoggedOnUser"
003583C2  mov dword ptr ss:[ebp-28],aminstantservice.4BD4C4                 "Cannot load library"
00358430  push aminstantservice.4BD5DC                                      "localhost"
003585A5  push aminstantservice.4BD480                                      "--bring-to-top"
003585E8  push aminstantservice.4BD490                                      " %d"
00358717  push aminstantservice.4BD5CC                                      "aminstant.log"
003587E2  push aminstantservice.4BCEDC                                      "invalid string position"
00358805  push aminstantservice.4BCECC                                      "string too long"
00358820  push aminstantservice.4BCECC                                      "string too long"
003588D4  push aminstantservice.4BCECC                                      "string too long"
003588EB  push aminstantservice.4BCECC                                      "string too long"
00358A19  push aminstantservice.4BD5E8                                      "*%s"
00358B26  push aminstantservice.4BCECC                                      "string too long"
00358B41  push aminstantservice.4BCECC                                      "string too long"
00358DAC  push aminstantservice.4BD538                                      "__ACTIVEMARK_INSTANT_PROFILER_URL__"
00358DF0  push aminstantservice.4BD55C                                      "__ACTIVEMARK_INSTANT_PROFILER_URL__"
00358DFE  push aminstantservice.4BD580                                      "__ACTIVEMARK_INSTANT_PROFILER_URL__"
00358E1A  push aminstantservice.4BD5A4                                      "http://profiler-cdn.am.gamehouse.com"
00359019  push aminstantservice.4BD364                                      "package.json"
0035912D  push aminstantservice.4BD374                                      "name"
003591D0  push aminstantservice.4BD37C                                      "aminstantservice"
003593D2  push aminstantservice.4BD78C                                      "wxp"
003593E9  push aminstantservice.4BD784                                      "wxp64"
00359400  push aminstantservice.4BD77C                                      "wvista"
00359417  push aminstantservice.4BD778                                      "w7"
0035942E  push aminstantservice.4BD774                                      "w8"
00359445  push aminstantservice.4BD770                                      "w81"
0035945C  push aminstantservice.4BD76C                                      "w10"
00359473  push aminstantservice.4BD768                                      "wx"
0035948A  push aminstantservice.4BD760                                      "unknown"
003594D9  push aminstantservice.4BD760                                      "unknown"
003594EA  push aminstantservice.4BD794                                      "x86_64"
003594FB  push aminstantservice.4BD790                                      "x86"
0035953A  push aminstantservice.4BD650                                      "pending-requests.json"
00359AAB  push aminstantservice.4BD6D0                                      "__ACTIVEMARK_INSTANT_PING_URL__"
00359AEF  push aminstantservice.4BD6F0                                      "__ACTIVEMARK_INSTANT_PING_URL__"
00359AFD  push aminstantservice.4BD710                                      "__ACTIVEMARK_INSTANT_PING_URL__"
00359B19  push aminstantservice.4BD730                                      "http://www.gamehouse.com/gathering/insertwrd"
0035A177  push aminstantservice.4BD668                                      "userid"
0035A1E5  push aminstantservice.4BD670                                      "deviceid"
0035A261  push aminstantservice.4BD67C                                      "arch"
0035A2F4  push aminstantservice.4BD684                                      "os"
0035A379  push aminstantservice.4BD688                                      "browserversion"
0035A3E2  push aminstantservice.4BD6A4                                      "component"
0035A3F0  push aminstantservice.4BD698                                      "aminstant"
0035A458  push aminstantservice.4BD6B0                                      "subcomponent"
0035A4CE  push aminstantservice.4BD6C0                                      "version"
0035A571  push aminstantservice.4BD6C8                                      "logtime"
0035A6A8  push aminstantservice.4BDB64                                      "wscript.exe //E:JScript"
0035A6C8  push aminstantservice.4BDB7C                                      " /B"
0035A736  push aminstantservice.4BDB80                                      " /T:"
0035A79D  push aminstantservice.4BDB88                                      " \""
0035AB12  push aminstantservice.4BD81C                                      "contentid"
0035AB4C  push aminstantservice.4BD828                                      "install_path"
0035AB7F  push aminstantservice.4BD838                                      "executable_path"
0035ABB2  push aminstantservice.4BD848                                      "tracking"
0035ABE5  push aminstantservice.4BD854                                      "name"
0035AC18  push aminstantservice.4BD85C                                      "installation_time"
0035AD71  push aminstantservice.4BDB5C                                      ".dat"
0035B044  push aminstantservice.4BD870                                      ".dat"
0035B0DC  push aminstantservice.4BD878                                      "var fso = new ActiveXObject('Scripting.FileSystemObject');\n"
0035B0F5  push aminstantservice.4BD8B4                                      "var shell = new ActiveXObject ('WScript.Shell');\n"
0035B136  push aminstantservice.4BD940                                      "', true); } catch (e) {}\n"
0035B147  push aminstantservice.4BD938                                      "\\'"
0035B179  push aminstantservice.4BD930                                      "\\\\"
0035B1A5  push aminstantservice.4BD918                                      "')) fso.DeleteFolder ('"
0035B1BB  push aminstantservice.4BD910                                      "\\'"
0035B1EA  push aminstantservice.4BD908                                      "\\\\"
0035B21C  push aminstantservice.4BD8E8                                      "try { if (fso.FolderExists ('"
0035B41E  push aminstantservice.4BD9B4                                      "', true); } catch (e) {}\n"
0035B434  push aminstantservice.4BD9AC                                      "\\'"
0035B466  push aminstantservice.4BD9A4                                      "\\\\"
0035B495  push aminstantservice.4BD98C                                      "')) fso.DeleteFolder ('"
0035B4AB  push aminstantservice.4BD984                                      "\\'"
0035B4D7  push aminstantservice.4BD97C                                      "\\\\"
0035B509  push aminstantservice.4BD95C                                      "try { if (fso.FolderExists ('"
0035B74D  push aminstantservice.4BDA24                                      "', true); } catch (e) {}\n"
0035B766  push aminstantservice.4BDA1C                                      "\\'"
0035B798  push aminstantservice.4BDA14                                      "\\\\"
0035B7C4  push aminstantservice.4BD9FC                                      "')) fso.DeleteFile ('"
0035B7DA  push aminstantservice.4BD9F4                                      "\\'"
0035B809  push aminstantservice.4BD9EC                                      "\\\\"
0035B83B  push aminstantservice.4BD9D0                                      "try { if (fso.FileExists ('"
0035BA6D  push aminstantservice.4BDA70                                      "'); } catch (e) {}\n"
0035BA83  push aminstantservice.4BDA68                                      "\\'"
0035BAAF  push aminstantservice.4BDA60                                      "\\\\"
0035BAE1  push aminstantservice.4BDA5C                                      "\\\\"
0035BAFA  push aminstantservice.4BDA40                                      "try { shell.RegDelete ('"
0035BC55  push aminstantservice.4BDABC                                      "fso.DeleteFolder (rootDir, true); } catch (e) {}\n"
0035BC6B  push aminstantservice.4BDAF0                                      "try { if (rootDir.SubFolders.count + rootDir.Files.count == 0) "
0035BC81  push aminstantservice.4BDAB4                                      "');\n"
0035BC97  push aminstantservice.4BDAAC                                      "\\'"
0035BCC6  push aminstantservice.4BDAA4                                      "\\\\"
0035BCFA  push aminstantservice.4BDA84                                      "var rootDir = fso.GetFolder ('"
0035BE33  push aminstantservice.4BDB30                                      "fso.DeleteFile (WScript.ScriptFullName);\n"
0035BFEF  push aminstantservice.4BD7E8                                      "acid.json"
0035C16A  push aminstantservice.4BD7F4                                      "actions"
0035C1A9  push aminstantservice.4BD7FC                                      "actions"
0035C212  push aminstantservice.4BD804                                      "executable"
0035C251  push aminstantservice.4BD810                                      "executable"
0035CB5E  push aminstantservice.4BDBA8                                      "%d.%d.%d"
0035CC21  push aminstantservice.4BCEF4                                      "map/set<T> too long"
0035CFE7  push aminstantservice.4BCF08                                      "invalid map/set<T> iterator"
0035DA68  push aminstantservice.4BC608                                      "vector<T> too long"
0035DE59  push aminstantservice.4BC608                                      "vector<T> too long"
0035E00D  push aminstantservice.4BE034                                      "port"
0035E055  push aminstantservice.4BE03C                                      "protocol"
0035E08A  push aminstantservice.4BE04C                                      "api_version"
0035E098  push aminstantservice.4BE048                                      "v1"
0035E0C3  push aminstantservice.4BE058                                      "connection.json"
0035E2B7  push aminstantservice.4BE068                                      "value"
0035E307  push aminstantservice.4BE070                                      "expiration"
0035E3BD  push aminstantservice.4BE07C                                      "cache"
0035E427  push aminstantservice.4BE084                                      "path"
0035E4B9  push aminstantservice.4BE08C                                      "version"
0035E540  push aminstantservice.4BE094                                      "speed"
0035E595  push aminstantservice.4BE09C                                      "max_speed"
0035E5EA  push aminstantservice.4BE0A8                                      "min_speed"
0035E6AE  push aminstantservice.4BE0B4                                      "disk_quota"
0035E6FF  push aminstantservice.4BE0C0                                      "autoupgrade_wait_time"
0035E9E2  mov dword ptr ss:[esp+20],aminstantservice.4BD620                 "p~5"
0035EA38  mov dword ptr ss:[esp+20],aminstantservice.4BD620                 "p~5"
0035EA86  push aminstantservice.4BE0D8                                      "disk_quota"
0035EAE1  push aminstantservice.4BE0E4                                      "autoupgrade_wait_time"
0035EB1D  push aminstantservice.4BE0FC                                      "speed"
0035EB5A  push aminstantservice.4BE104                                      "max_speed"
0035EB97  push aminstantservice.4BE110                                      "min_speed"
0035EBFA  push aminstantservice.4BE11C                                      "cache"
0035ECFA  push aminstantservice.4BE124                                      "value"
0035EDDA  push aminstantservice.4BE12C                                      "expiration"
0035EE87  mov dword ptr ss:[esp+20],aminstantservice.4BD620                 "p~5"
0035F089  push aminstantservice.4BE01C                                      "info.json"
0035F1D1  push aminstantservice.4BE028                                      "info.json"
0035F3CD  push aminstantservice.4BDC44                                      "evt"
0035F3E2  push aminstantservice.4BDC30                                      "installcompleted"
0035F43F  push aminstantservice.4BDC68                                      "logname"
0035F44D  push aminstantservice.4BDC48                                      "am-aminstant-installcompleted"
0035F4AA  push aminstantservice.4BDC70                                      "contentid"
0035F518  push aminstantservice.4BDC7C                                      "tracking"
0035F586  push aminstantservice.4BDC88                                      "duration"
0035F5F1  push aminstantservice.4BDC94                                      "speed"
0035F65F  push aminstantservice.4BDC9C                                      "preloadbytes"
0035F6CD  push aminstantservice.4BDCAC                                      "diskbytes"
0035F73B  push aminstantservice.4BDCB8                                      "packedbytes"
0035F7A6  push aminstantservice.4BDCC4                                      "api"
0035F82C  push aminstantservice.4BDCC8                                      "AmInstant::installationCompleted (cid=%s, duration=%s, speed=%s, preloadBytes=%s, totalBytes=%s)"
0035F991  push aminstantservice.4BDD3C                                      "evt"
0035F9A3  push aminstantservice.4BDD2C                                      "installstopped"
0035F9F4  push aminstantservice.4BDD5C                                      "logname"
0035FA02  push aminstantservice.4BDD40                                      "am-aminstant-installstopped"
0035FA53  push aminstantservice.4BDD64                                      "contentid"
0035FAB2  push aminstantservice.4BDD70                                      "tracking"
0035FB11  push aminstantservice.4BDD7C                                      "api"
0035FB4F  push aminstantservice.4BDD80                                      "AmInstant::installationStopped (cid=%s)"
0035FC74  push aminstantservice.4BDDB8                                      "evt"
0035FC89  push aminstantservice.4BDDA8                                      "playfinished"
0035FCE7  push aminstantservice.4BDDD8                                      "logname"
0035FCF5  push aminstantservice.4BDDBC                                      "am-aminstant-playfinished"
0035FD53  push aminstantservice.4BDDE0                                      "contentid"
0035FDC2  push aminstantservice.4BDDEC                                      "playerid"
0035FE31  push aminstantservice.4BDDF8                                      "tracking"
0035FEBB  push aminstantservice.4BDE04                                      "sessiontime"
0035FF3B  mov edi,aminstantservice.4BDE10                                   "success"
0035FF44  mov edi,aminstantservice.4BDE18                                   "fail"
0035FF49  push aminstantservice.4BDE20                                      "exitresult"
0035FFC7  push aminstantservice.4BDE2C                                      "exitcode"
00360048  push aminstantservice.4BDE38                                      "api"
003601E9  push aminstantservice.4BDE4C                                      "evt"
003601FE  push aminstantservice.4BDE3C                                      "installstart"
0036025C  push aminstantservice.4BDE6C                                      "logname"
0036026A  push aminstantservice.4BDE50                                      "am-aminstant-installstart"
003602C8  push aminstantservice.4BDE74                                      "contentid"
00360330  push aminstantservice.4BDE80                                      "tracking"
00360398  push aminstantservice.4BDE8C                                      "api"
00360466  push aminstantservice.4BDE90                                      "AmInstant::install (url=%s, cid=%s, title=%s, tracking=%s) -> %d"
003605D1  push aminstantservice.4BDEDC                                      "evt"
003605E6  push aminstantservice.4BDED4                                      "preload"
00360644  push aminstantservice.4BDEF8                                      "logname"
00360652  push aminstantservice.4BDEE0                                      "am-aminstant-preload"
003606B0  push aminstantservice.4BDF00                                      "contentid"
00360718  push aminstantservice.4BDF0C                                      "tracking"
0036079F  push aminstantservice.4BDF18                                      "playlikelihood"
00360827  push aminstantservice.4BDF28                                      "api"
003608FE  push aminstantservice.4BDF38                                      "AmInstant::install (url=%s, cid=%s, title=%s, tracking=%s, likelihood=%d) -> %d"
00360B06  push aminstantservice.4BDF88                                      "evt"
00360B1B  push aminstantservice.4BDF2C                                      "uninstall"
00360B78  push aminstantservice.4BDFA4                                      "logname"
00360B86  push aminstantservice.4BDF8C                                      "am-aminstant-uninstall"
00360BE3  push aminstantservice.4BDFAC                                      "contentid"
00360C5D  push aminstantservice.4BDFB8                                      "tracking"
00360CED  push aminstantservice.4BDFC4                                      "api"
00360D76  push aminstantservice.4BDFC8                                      "AmInstant::uninstall (cid=%s) -> (%d, %d)"
00360FD4  push aminstantservice.4BDFF4                                      "AmInstant::uninstallAllGames() -> %d"
003610F4  push aminstantservice.4BDB9C                                      "games.json"
003614C0  push aminstantservice.4BDBBC                                      "evt"
003614D5  push aminstantservice.4BDBB4                                      "play"
00361532  push aminstantservice.4BDBD4                                      "logname"
00361540  push aminstantservice.4BDBC0                                      "am-aminstant-play"
0036159D  push aminstantservice.4BDBDC                                      "contentid"
00361617  push aminstantservice.4BDBE8                                      "tracking"
003616A7  push aminstantservice.4BDBF4                                      "authtoken"
00361725  push aminstantservice.4BDC00                                      "api"
003617BF  push aminstantservice.4BDC04                                      "AmInstant::Play (cid=%s, atoken=%s) -> %d"
00361B9C  push aminstantservice.4BCEDC                                      "invalid string position"
00361C60  mov eax,aminstantservice.4BE280                                   "null"
00361D1D  push aminstantservice.4BE138                                      "%d.%d.%d"
00361D6D  push aminstantservice.4BCECC                                      "string too long"
00361D8B  push aminstantservice.4BCECC                                      "string too long"
00361E9E  push aminstantservice.4BCEDC                                      "invalid string position"
003621F6  push aminstantservice.4BE280                                      "null"
00362637  push aminstantservice.4BC608                                      "vector<T> too long"
0036274B  push aminstantservice.4BC608                                      "vector<T> too long"
003627C8  push aminstantservice.4BC608                                      "vector<T> too long"
00362A8B  push aminstantservice.4BC608                                      "vector<T> too long"
00362B5F  push aminstantservice.4BE1AC                                      "/versions.json"
00362CFF  mov dword ptr ss:[esp+30],aminstantservice.4BD620                 "p~5"
00362D3E  mov dword ptr ss:[esp+1C],aminstantservice.4BD620                 "p~5"
00362E19  mov edi,aminstantservice.4BD620                                   "p~5"
00362F1C  push aminstantservice.4BE1C0                                      "location"
00362FF5  push aminstantservice.4BE1CC                                      "http://"
00363022  push aminstantservice.4BE1D4                                      "https://"
003630B3  push aminstantservice.4BE1E0                                      "location"
003631A4  push aminstantservice.4BE1EC                                      "%s/%s/%s"
003631E8  push aminstantservice.4BE1F8                                      "name"
003632BB  push aminstantservice.4BE200                                      "version"
003633F5  push aminstantservice.4BE208                                      "md5"
003634BA  push aminstantservice.4BE20C                                      "downgrade"
00363578  mov dword ptr ss:[esp+1C],aminstantservice.4BD620                 "p~5"
00363BAA  push aminstantservice.4BE218                                      "*\\GameHouseApp.exe"
00363C6D  push aminstantservice.4BE22C                                      "--upgrade --quiet"
00363CDC  push aminstantservice.4BE240                                      "--quiet"
00363D54  push aminstantservice.4BE144                                      "http://games-dl.gamehouse.com/gamehouse/activemark/"
00363FF1  push aminstantservice.4BE178                                      "http://games-dl.gamehouse.com/gamehouse/activemark/"
003643AA  push aminstantservice.4BCEF4                                      "map/set<T> too long"
00364F86  mov dword ptr ss:[esp],aminstantservice.4BE3F4                    "exit"
0036528A  push aminstantservice.4BE288                                      "OK!"
00365293  push aminstantservice.4BE28C                                      "Not enough privileges to run this action"
0036529C  push aminstantservice.4BE2B8                                      "Unable to retrieve path of the application"
003652A5  push aminstantservice.4BE2E4                                      "Unable to open service"
003652AE  push aminstantservice.4BE2FC                                      "Unable to start service"
003652B7  push aminstantservice.4BE314                                      "Unable to stop service"
003652C0  push aminstantservice.4BE32C                                      "Unable to query service information"
003652C9  push aminstantservice.4BE350                                      "Unable to install service"
003652D2  push aminstantservice.4BE36C                                      "Unable to uninstall service"
003652DB  push aminstantservice.4BE388                                      "Cannot run this program as a service"
003652E4  push aminstantservice.4BE3B0                                      "Timeout while waiting service"
003652ED  push aminstantservice.4BE3D0                                      "Unknown error"
0036530D  push aminstantservice.4BE3E0                                      "ERROR(%02x, %02x): "
00365466  push aminstantservice.4BE43C                                      "%s failed with %d"
00365A01  mov ebp,dword ptr ds:[<&QueryServiceStatusEx>]                    ",y7v"
00365C1E  push aminstantservice.4BE420                                      "RegisterServiceCtrlHandler"
00365E6E  push aminstantservice.4BE404                                      "StartServiceCtrlDispatcher"
00365F5D  push aminstantservice.4BE3FC                                      "\" "
003664D9  push aminstantservice.4BE57C                                      "deque<T> too long"
00366613  mov dword ptr ds:[esi],aminstantservice.4BE594                    "pf6"
00366673  mov dword ptr ds:[esi],aminstantservice.4BE594                    "pf6"
00366A99  mov dword ptr ds:[esi],aminstantservice.4BE594                    "pf6"
00366B70  mov eax,aminstantservice.4BE5C0                                   "AmWebServerException"
00366BAB  mov dword ptr ds:[esi],aminstantservice.4BE594                    "pf6"
00366D37  mov dword ptr ds:[esi],aminstantservice.4BE594                    "pf6"
00366DB7  mov dword ptr ds:[esi],aminstantservice.4BE594                    "pf6"
00366E86  mov ecx,aminstantservice.4BE508                                   "127.0.0.1"
00366F2D  push aminstantservice.4BE4F4                                      "Invalid port number"
00367293  push aminstantservice.4BCF08                                      "invalid map/set<T> iterator"
00367EB7  push aminstantservice.4BE514                                      "Invalid server handle"
00367F7B  push aminstantservice.4BE52C                                      "Unable to process request. Invalid socket."
00367FD0  push aminstantservice.4BE558                                      "Trying to access socket remotely"
00368187  push aminstantservice.4BE5D8                                      ".zip"
003681C6  push aminstantservice.4BE5E0                                      "rb"
00368646  push aminstantservice.4BE5E8                                      "[%08x] %02d/%02d/%04d@%02d:%02d:%02d  "
00368C73  push aminstantservice.4BE658                                      L"SOFTWARE\\Microsoft\\Internet Explorer"
00368CAA  push aminstantservice.4BE6A4                                      L"svcVersion"
00368CD2  push aminstantservice.4BE6BC                                      L"version"
00368D9D  push aminstantservice.4BC608                                      "vector<T> too long"
00368E16  push aminstantservice.4BC608                                      "vector<T> too long"
00368F19  mov dword ptr ds:[esi],aminstantservice.4BE594                    "pf6"
00368FF0  mov eax,aminstantservice.4BE6E8                                   "AmRadix::InvalidStringFormatException"
0036902B  mov dword ptr ds:[esi],aminstantservice.4BE594                    "pf6"
