Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
01309AAE  push aminstantservice.146D610                                     "__ACTIVEMARK_INSTANT_PROFILER_URL__"
01309ACA  push aminstantservice.146D634                                     "http://profiler-cdn.am.gamehouse.com"
01309DA9  push aminstantservice.146D364                                     "package.json"
01309EBD  push aminstantservice.146D374                                     "name"
01309F60  push aminstantservice.146D37C                                     "aminstantservice"
0130A3F6  push aminstantservice.146D65C                                     "userid"
0130A474  push aminstantservice.146D664                                     "deviceid"
0130A503  push aminstantservice.146D670                                     "arch"
0130A59D  push aminstantservice.146D678                                     "os"
0130A626  push aminstantservice.146D67C                                     "browserversion"
0130A690  push aminstantservice.146D698                                     "component"
0130A69E  push aminstantservice.146D68C                                     "aminstant"
0130A70C  push aminstantservice.146D6A4                                     "subcomponent"
0130A78D  push aminstantservice.146D6B4                                     "version"
0130A83A  push aminstantservice.146D6BC                                     "logtime"
0130ABEC  push aminstantservice.146CEDC                                     "invalid string position"
0130AD30  mov eax,aminstantservice.146D8CC                                  "null"
0130ADDD  push aminstantservice.146D784                                     "%d.%d.%d"
0130AE2D  push aminstantservice.146CECC                                     "string too long"
0130AE4B  push aminstantservice.146CECC                                     "string too long"
0130AF5E  push aminstantservice.146CEDC                                     "invalid string position"
0130B2B6  push aminstantservice.146D8CC                                     "null"
0130B6F7  push aminstantservice.146C608                                     "vector<T> too long"
0130B80B  push aminstantservice.146C608                                     "vector<T> too long"
0130B888  push aminstantservice.146C608                                     "vector<T> too long"
0130BB4B  push aminstantservice.146C608                                     "vector<T> too long"
0130BC1F  push aminstantservice.146D7F8                                     "/versions.json"
0130BFDC  push aminstantservice.146D80C                                     "location"
0130C0B5  push aminstantservice.146D818                                     "http://"
0130C0E2  push aminstantservice.146D820                                     "https://"
0130C173  push aminstantservice.146D82C                                     "location"
0130C264  push aminstantservice.146D838                                     "%s/%s/%s"
0130C2A8  push aminstantservice.146D844                                     "name"
0130C37B  push aminstantservice.146D84C                                     "version"
0130C4B5  push aminstantservice.146D854                                     "md5"
0130C57A  push aminstantservice.146D858                                     "downgrade"
0130CC6A  push aminstantservice.146D864                                     "*\\GameHouseApp.exe"
0130CD2D  push aminstantservice.146D878                                     "--upgrade --quiet"
0130CD9C  push aminstantservice.146D88C                                     "--quiet"
0130CE14  push aminstantservice.146D790                                     "http://games-dl.gamehouse.com/gamehouse/activemark/"
0130D0B1  push aminstantservice.146D7C4                                     "http://games-dl.gamehouse.com/gamehouse/activemark/"
0130DA1E  push aminstantservice.146D900                                     "%d.%d.%d"
0130DAE1  push aminstantservice.146CEF4                                     "map/set<T> too long"
0130DEA7  push aminstantservice.146CF08                                     "invalid map/set<T> iterator"
0130E928  push aminstantservice.146C608                                     "vector<T> too long"
0130ED39  push aminstantservice.146C608                                     "vector<T> too long"
0130EEED  push aminstantservice.146DD8C                                     "port"
0130EF35  push aminstantservice.146DD94                                     "protocol"
0130EF6A  push aminstantservice.146DDA4                                     "api_version"
0130EF78  push aminstantservice.146DDA0                                     "v1"
0130EFA3  push aminstantservice.146DDB0                                     "connection.json"
0130F197  push aminstantservice.146DDC0                                     "value"
0130F1E7  push aminstantservice.146DDC8                                     "expiration"
0130F29D  push aminstantservice.146DDD4                                     "cache"
0130F307  push aminstantservice.146DDDC                                     "path"
0130F399  push aminstantservice.146DDE4                                     "version"
0130F420  push aminstantservice.146DDEC                                     "speed"
0130F475  push aminstantservice.146DDF4                                     "max_speed"
0130F4CA  push aminstantservice.146DE00                                     "min_speed"
0130F58E  push aminstantservice.146DE0C                                     "disk_quota"
0130F5DF  push aminstantservice.146DE18                                     "autoupgrade_wait_time"
0130F966  push aminstantservice.146DE30                                     "disk_quota"
0130F9C1  push aminstantservice.146DE3C                                     "autoupgrade_wait_time"
0130F9FD  push aminstantservice.146DE54                                     "speed"
0130FA3A  push aminstantservice.146DE5C                                     "max_speed"
0130FA77  push aminstantservice.146DE68                                     "min_speed"
0130FADA  push aminstantservice.146DE74                                     "cache"
0130FBDA  push aminstantservice.146DE7C                                     "value"
0130FCBA  push aminstantservice.146DE84                                     "expiration"
0130FF69  push aminstantservice.146DD74                                     "info.json"
013100B1  push aminstantservice.146DD80                                     "info.json"
013102AD  push aminstantservice.146D99C                                     "evt"
013102C2  push aminstantservice.146D988                                     "installcompleted"
0131031F  push aminstantservice.146D9C0                                     "logname"
0131032D  push aminstantservice.146D9A0                                     "am-aminstant-installcompleted"
0131038A  push aminstantservice.146D9C8                                     "contentid"
013103F8  push aminstantservice.146D9D4                                     "tracking"
01310466  push aminstantservice.146D9E0                                     "duration"
013104D1  push aminstantservice.146D9EC                                     "speed"
0131053F  push aminstantservice.146D9F4                                     "preloadbytes"
013105AD  push aminstantservice.146DA04                                     "diskbytes"
0131061B  push aminstantservice.146DA10                                     "packedbytes"
0131068F  push aminstantservice.146DA1C                                     "api"
013106F4  push aminstantservice.146DA20                                     "AmInstant::installationCompleted (cid=%s, duration=%s, speed=%s, preloadBytes=%s, totalBytes=%s)"
01310851  push aminstantservice.146DA94                                     "evt"
01310863  push aminstantservice.146DA84                                     "installstopped"
013108B4  push aminstantservice.146DAB4                                     "logname"
013108C2  push aminstantservice.146DA98                                     "am-aminstant-installstopped"
01310913  push aminstantservice.146DABC                                     "contentid"
01310972  push aminstantservice.146DAC8                                     "tracking"
013109DA  push aminstantservice.146DAD4                                     "api"
013109FD  push aminstantservice.146DAD8                                     "AmInstant::installationStopped (cid=%s)"
01310B24  push aminstantservice.146DB10                                     "evt"
01310B39  push aminstantservice.146DB00                                     "playfinished"
01310B97  push aminstantservice.146DB30                                     "logname"
01310BA5  push aminstantservice.146DB14                                     "am-aminstant-playfinished"
01310C03  push aminstantservice.146DB38                                     "contentid"
01310C72  push aminstantservice.146DB44                                     "playerid"
01310CE1  push aminstantservice.146DB50                                     "tracking"
01310D6B  push aminstantservice.146DB5C                                     "sessiontime"
01310DEB  mov edi,aminstantservice.146DB68                                  "success"
01310DF4  mov edi,aminstantservice.146DB70                                  "fail"
01310DF9  push aminstantservice.146DB78                                     "exitresult"
01310E77  push aminstantservice.146DB84                                     "exitcode"
01310F01  push aminstantservice.146DB90                                     "api"
01311079  push aminstantservice.146DBA4                                     "evt"
0131108E  push aminstantservice.146DB94                                     "installstart"
013110EC  push aminstantservice.146DBC4                                     "logname"
013110FA  push aminstantservice.146DBA8                                     "am-aminstant-installstart"
01311158  push aminstantservice.146DBCC                                     "contentid"
013111C0  push aminstantservice.146DBD8                                     "tracking"
01311234  push aminstantservice.146DBE4                                     "api"
013112E1  push aminstantservice.146DBE8                                     "AmInstant::install (url=%s, cid=%s, title=%s, tracking=%s) -> %d"
01311441  push aminstantservice.146DC34                                     "evt"
01311456  push aminstantservice.146DC2C                                     "preload"
013114B4  push aminstantservice.146DC50                                     "logname"
013114C2  push aminstantservice.146DC38                                     "am-aminstant-preload"
01311520  push aminstantservice.146DC58                                     "contentid"
01311588  push aminstantservice.146DC64                                     "tracking"
0131160F  push aminstantservice.146DC70                                     "playlikelihood"
013116A3  push aminstantservice.146DC80                                     "api"
01311759  push aminstantservice.146DC90                                     "AmInstant::install (url=%s, cid=%s, title=%s, tracking=%s, likelihood=%d) -> %d"
01311966  push aminstantservice.146DCE0                                     "evt"
0131197B  push aminstantservice.146DC84                                     "uninstall"
013119D8  push aminstantservice.146DCFC                                     "logname"
013119E6  push aminstantservice.146DCE4                                     "am-aminstant-uninstall"
01311A43  push aminstantservice.146DD04                                     "contentid"
01311ABD  push aminstantservice.146DD10                                     "tracking"
01311B56  push aminstantservice.146DD1C                                     "api"
01311BBE  push aminstantservice.146DD20                                     "AmInstant::uninstall (cid=%s) -> (%d, %d)"
01311E14  push aminstantservice.146DD4C                                     "AmInstant::uninstallAllGames() -> %d"
01311F34  push aminstantservice.146D8DC                                     "games.json"
01311F92  push aminstantservice.146D8E8                                     "pending-requests.json"
013123A0  push aminstantservice.146D914                                     "evt"
013123B5  push aminstantservice.146D90C                                     "play"
01312412  push aminstantservice.146D92C                                     "logname"
01312420  push aminstantservice.146D918                                     "am-aminstant-play"
0131247D  push aminstantservice.146D934                                     "contentid"
013124F7  push aminstantservice.146D940                                     "tracking"
01312587  push aminstantservice.146D94C                                     "authtoken"
0131260E  push aminstantservice.146D958                                     "api"
01312687  push aminstantservice.146D95C                                     "AmInstant::Play (cid=%s, atoken=%s) -> %d"
01312AAA  push aminstantservice.146CEF4                                     "map/set<T> too long"
01313686  mov dword ptr ss:[esp],aminstantservice.146DFFC                   "exit"
0131398A  push aminstantservice.146DE90                                     "OK!"
01313993  push aminstantservice.146DE94                                     "Not enough privileges to run this action"
0131399C  push aminstantservice.146DEC0                                     "Unable to retrieve path of the application"
013139A5  push aminstantservice.146DEEC                                     "Unable to open service"
013139AE  push aminstantservice.146DF04                                     "Unable to start service"
013139B7  push aminstantservice.146DF1C                                     "Unable to stop service"
013139C0  push aminstantservice.146DF34                                     "Unable to query service information"
013139C9  push aminstantservice.146DF58                                     "Unable to install service"
013139D2  push aminstantservice.146DF74                                     "Unable to uninstall service"
013139DB  push aminstantservice.146DF90                                     "Cannot run this program as a service"
013139E4  push aminstantservice.146DFB8                                     "Timeout while waiting service"
013139ED  push aminstantservice.146DFD8                                     "Unknown error"
01313A0D  push aminstantservice.146DFE8                                     "ERROR(%02x, %02x): "
01313B66  push aminstantservice.146E044                                     "%s failed with %d"
0131432E  push aminstantservice.146E028                                     "RegisterServiceCtrlHandler"
0131457E  push aminstantservice.146E00C                                     "StartServiceCtrlDispatcher"
0131466D  push aminstantservice.146E004                                     "\" "
013149D8  push aminstantservice.146E41C                                     "wscript.exe //E:JScript"
013149F8  push aminstantservice.146E434                                     " /B"
01314A66  push aminstantservice.146E438                                     " /T:"
01314ACD  push aminstantservice.146E440                                     " \""
01314E42  push aminstantservice.146E0D4                                     "contentid"
01314E7C  push aminstantservice.146E0E0                                     "install_path"
01314EAF  push aminstantservice.146E0F0                                     "executable_path"
01314EE2  push aminstantservice.146E100                                     "tracking"
01314F15  push aminstantservice.146E10C                                     "name"
01314F48  push aminstantservice.146E114                                     "installation_time"
013150A1  push aminstantservice.146E414                                     ".dat"
01315374  push aminstantservice.146E128                                     ".dat"
0131540C  push aminstantservice.146E130                                     "var fso = new ActiveXObject('Scripting.FileSystemObject');\n"
01315425  push aminstantservice.146E16C                                     "var shell = new ActiveXObject ('WScript.Shell');\n"
01315466  push aminstantservice.146E1F8                                     "', true); } catch (e) {}\n"
01315477  push aminstantservice.146E1F0                                     "\\'"
013154A9  push aminstantservice.146E1E8                                     "\\\\"
013154D5  push aminstantservice.146E1D0                                     "')) fso.DeleteFolder ('"
013154EB  push aminstantservice.146E1C8                                     "\\'"
0131551A  push aminstantservice.146E1C0                                     "\\\\"
0131554C  push aminstantservice.146E1A0                                     "try { if (fso.FolderExists ('"
0131574E  push aminstantservice.146E26C                                     "', true); } catch (e) {}\n"
01315764  push aminstantservice.146E264                                     "\\'"
01315796  push aminstantservice.146E25C                                     "\\\\"
013157C5  push aminstantservice.146E244                                     "')) fso.DeleteFolder ('"
013157DB  push aminstantservice.146E23C                                     "\\'"
01315807  push aminstantservice.146E234                                     "\\\\"
01315839  push aminstantservice.146E214                                     "try { if (fso.FolderExists ('"
01315A7D  push aminstantservice.146E2DC                                     "', true); } catch (e) {}\n"
01315A96  push aminstantservice.146E2D4                                     "\\'"
01315AC8  push aminstantservice.146E2CC                                     "\\\\"
01315AF4  push aminstantservice.146E2B4                                     "')) fso.DeleteFile ('"
01315B0A  push aminstantservice.146E2AC                                     "\\'"
01315B39  push aminstantservice.146E2A4                                     "\\\\"
01315B6B  push aminstantservice.146E288                                     "try { if (fso.FileExists ('"
01315D9D  push aminstantservice.146E328                                     "'); } catch (e) {}\n"
01315DB3  push aminstantservice.146E320                                     "\\'"
01315DDF  push aminstantservice.146E318                                     "\\\\"
01315E11  push aminstantservice.146E314                                     "\\\\"
01315E2A  push aminstantservice.146E2F8                                     "try { shell.RegDelete ('"
01315F85  push aminstantservice.146E374                                     "fso.DeleteFolder (rootDir, true); } catch (e) {}\n"
01315F9B  push aminstantservice.146E3A8                                     "try { if (rootDir.SubFolders.count + rootDir.Files.count == 0) "
01315FB1  push aminstantservice.146E36C                                     "');\n"
01315FC7  push aminstantservice.146E364                                     "\\'"
01315FF6  push aminstantservice.146E35C                                     "\\\\"
0131602A  push aminstantservice.146E33C                                     "var rootDir = fso.GetFolder ('"
01316163  push aminstantservice.146E3E8                                     "fso.DeleteFile (WScript.ScriptFullName);\n"
0131631F  push aminstantservice.146E0A0                                     "acid.json"
0131649A  push aminstantservice.146E0AC                                     "actions"
013164D9  push aminstantservice.146E0B4                                     "actions"
01316542  push aminstantservice.146E0BC                                     "executable"
01316581  push aminstantservice.146E0C8                                     "executable"
013168B9  push aminstantservice.146E57C                                     "deque<T> too long"
01316F50  mov eax,aminstantservice.146E5C0                                  "AmWebServerException"
01317266  mov ecx,aminstantservice.146E508                                  "127.0.0.1"
0131730D  push aminstantservice.146E4F4                                     "Invalid port number"
01317673  push aminstantservice.146CF08                                     "invalid map/set<T> iterator"
01318297  push aminstantservice.146E514                                     "Invalid server handle"
0131835B  push aminstantservice.146E52C                                     "Unable to process request. Invalid socket."
013183B0  push aminstantservice.146E558                                     "Trying to access socket remotely"
01318567  push aminstantservice.146E5D8                                     ".zip"
013185A6  push aminstantservice.146E5E0                                     "rb"
01318A26  push aminstantservice.146E5E8                                     "[%08x] %02d/%02d/%04d@%02d:%02d:%02d  "
01319053  push aminstantservice.146E658                                     L"SOFTWARE\\Microsoft\\Internet Explorer"
0131908A  push aminstantservice.146E6A4                                     L"svcVersion"
013190B2  push aminstantservice.146E6BC                                     L"version"
0131917D  push aminstantservice.146C608                                     "vector<T> too long"
01319216  push aminstantservice.146C608                                     "vector<T> too long"
013193F0  mov eax,aminstantservice.146E6E8                                  "AmRadix::InvalidStringFormatException"
013194A2  push aminstantservice.146E710                                     " \t\n"
013196D8  push aminstantservice.146C608                                     "vector<T> too long"
01319AD0  push aminstantservice.146E620                                     "HKCR"
01319B62  push aminstantservice.146E638                                     "BINARY"
01319BB5  push aminstantservice.146E628                                     "HKCU"
01319BF0  push aminstantservice.146E630                                     "HKLM"
01319C44  push aminstantservice.146E640                                     "DWORD"
01319CB1  push aminstantservice.146E648                                     "SZ"
01319CF4  push aminstantservice.146E64C                                     "MULTI_SZ"
01319F58  push aminstantservice.146E810                                     "[%d]."
0131A090  push aminstantservice.146E818                                     " \t\r\n"
0131A0E7  push aminstantservice.146E820                                     "HTTP/1.0 %s\r\nServer: activeMARK Micro Server\r\nDate: %s\r\nConnection: close\r\n"
0131A717  push aminstantservice.146CECC                                     "string too long"
0131A79C  push aminstantservice.146E86C                                     "Content-Length: "
0131A7C6  push aminstantservice.146E880                                     "\r\n"
0131A7ED  push aminstantservice.146E884                                     "Access-Control-Allow-Origin: "
0131A816  push aminstantservice.146E8A4                                     "\r\n"
0131A82A  push aminstantservice.146E8A8                                     "Content-Type: "
0131A856  push aminstantservice.146E8B8                                     "\r\n"
0131A866  push aminstantservice.146E8BC                                     "\r\n"
0131A93E  push aminstantservice.146E8C0                                     "%d"
0131A957  push aminstantservice.146E8C4                                     "200 OK"
0131A9CC  push aminstantservice.146E924                                     "text/html"
0131A9D5  push aminstantservice.146E930                                     "404 Not Found"
0131A9EC  push aminstantservice.146E940                                     "<html><body><h1>404 Not Found</h1>"
0131A9F7  push aminstantservice.146E964                                     "<b>The page  you specified cannot be found on this server</b>"
0131AA14  push aminstantservice.146E9A4                                     "</body></html>"
0131AA6C  push aminstantservice.146E9B4                                     "text/html"
0131AA75  push aminstantservice.146E9C0                                     "403 Forbidden"
0131AA8C  push aminstantservice.146E9D0                                     "<html><body><h1>403 Forbidden</h1>"
0131AA97  push aminstantservice.146E9F8                                     "<b>You have no permissions to acess the page on this server</b>"
0131AAB4  push aminstantservice.146EA38                                     "</body></html>"
0131AD35  push aminstantservice.146CEF4                                     "map/set<T> too long"
0131AFC5  push aminstantservice.146E718                                     "GET"
0131AFDA  push aminstantservice.146E71C                                     "POST"
0131B01D  push aminstantservice.146E724                                     " HTTP"
0131B0A9  push aminstantservice.146E72C                                     "HTTP/"
0131B106  push aminstantservice.146E734                                     "HTTPS/"
0131B4C8  push aminstantservice.146E744                                     " HTTP/1.1\r\n"
