Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
00BEC38F  push aminstantservice-8.60.20.D519D8                              "\\\\"
00BEC3C1  push aminstantservice-8.60.20.D519B8                              "var rootDir = fso.GetFolder ('"
00BEC501  push aminstantservice-8.60.20.D51A64                              "fso.DeleteFile (WScript.ScriptFullName);\n"
00BED09E  push aminstantservice-8.60.20.D51AD8                              "%d.%d.%d"
00BED161  push aminstantservice-8.60.20.D50E7C                              "map/set<T> too long"
00BED527  push aminstantservice-8.60.20.D50E90                              "invalid map/set<T> iterator"
00BEDFA8  push aminstantservice-8.60.20.D5059C                              "vector<T> too long"
00BEE399  push aminstantservice-8.60.20.D5059C                              "vector<T> too long"
00BEE54D  push aminstantservice-8.60.20.D51F64                              "port"
00BEE595  push aminstantservice-8.60.20.D51F6C                              "protocol"
00BEE5CA  push aminstantservice-8.60.20.D51F7C                              "api_version"
00BEE5D8  push aminstantservice-8.60.20.D51F78                              "v1"
00BEE603  push aminstantservice-8.60.20.D51F88                              "connection.json"
00BEE7F7  push aminstantservice-8.60.20.D51F98                              "value"
00BEE847  push aminstantservice-8.60.20.D51FA0                              "expiration"
00BEE8FD  push aminstantservice-8.60.20.D51FAC                              "cache"
00BEE967  push aminstantservice-8.60.20.D51FB4                              "path"
00BEE9F9  push aminstantservice-8.60.20.D51FBC                              "version"
00BEEA80  push aminstantservice-8.60.20.D51FC4                              "speed"
00BEEAD5  push aminstantservice-8.60.20.D51FCC                              "max_speed"
00BEEB2A  push aminstantservice-8.60.20.D51FD8                              "min_speed"
00BEEBEE  push aminstantservice-8.60.20.D51FE4                              "disk_quota"
00BEEC3F  push aminstantservice-8.60.20.D51FF0                              "autoupgrade_wait_time"
00BEEFC6  push aminstantservice-8.60.20.D52008                              "disk_quota"
00BEF021  push aminstantservice-8.60.20.D52014                              "autoupgrade_wait_time"
00BEF05D  push aminstantservice-8.60.20.D5202C                              "speed"
00BEF09A  push aminstantservice-8.60.20.D52034                              "max_speed"
00BEF0D7  push aminstantservice-8.60.20.D52040                              "min_speed"
00BEF13A  push aminstantservice-8.60.20.D5204C                              "cache"
00BEF23A  push aminstantservice-8.60.20.D52054                              "value"
00BEF31A  push aminstantservice-8.60.20.D5205C                              "expiration"
00BEF5C9  push aminstantservice-8.60.20.D51F4C                              "info.json"
00BEF711  push aminstantservice-8.60.20.D51F58                              "info.json"
00BEF90D  push aminstantservice-8.60.20.D51B74                              "evt"
00BEF922  push aminstantservice-8.60.20.D51B60                              "installcompleted"
00BEF97F  push aminstantservice-8.60.20.D51B98                              "logname"
00BEF98D  push aminstantservice-8.60.20.D51B78                              "am-aminstant-installcompleted"
00BEF9EA  push aminstantservice-8.60.20.D51BA0                              "contentid"
00BEFA58  push aminstantservice-8.60.20.D51BAC                              "tracking"
00BEFAC6  push aminstantservice-8.60.20.D51BB8                              "duration"
00BEFB31  push aminstantservice-8.60.20.D51BC4                              "speed"
00BEFB9F  push aminstantservice-8.60.20.D51BCC                              "preloadbytes"
00BEFC0D  push aminstantservice-8.60.20.D51BDC                              "diskbytes"
00BEFC7B  push aminstantservice-8.60.20.D51BE8                              "packedbytes"
00BEFCE6  push aminstantservice-8.60.20.D51BF4                              "api"
00BEFD6C  push aminstantservice-8.60.20.D51BF8                              "AmInstant::installationCompleted (cid=%s, duration=%s, speed=%s, preloadBytes=%s, totalBytes=%s)"
00BEFED1  push aminstantservice-8.60.20.D51C6C                              "evt"
00BEFEE3  push aminstantservice-8.60.20.D51C5C                              "installstopped"
00BEFF34  push aminstantservice-8.60.20.D51C8C                              "logname"
00BEFF42  push aminstantservice-8.60.20.D51C70                              "am-aminstant-installstopped"
00BEFF93  push aminstantservice-8.60.20.D51C94                              "contentid"
00BEFFF2  push aminstantservice-8.60.20.D51CA0                              "tracking"
00BF0051  push aminstantservice-8.60.20.D51CAC                              "api"
00BF008F  push aminstantservice-8.60.20.D51CB0                              "AmInstant::installationStopped (cid=%s)"
00BF01B4  push aminstantservice-8.60.20.D51CE8                              "evt"
00BF01C9  push aminstantservice-8.60.20.D51CD8                              "playfinished"
00BF0227  push aminstantservice-8.60.20.D51D08                              "logname"
00BF0235  push aminstantservice-8.60.20.D51CEC                              "am-aminstant-playfinished"
00BF0293  push aminstantservice-8.60.20.D51D10                              "contentid"
00BF0302  push aminstantservice-8.60.20.D51D1C                              "playerid"
00BF0371  push aminstantservice-8.60.20.D51D28                              "tracking"
00BF03FB  push aminstantservice-8.60.20.D51D34                              "sessiontime"
00BF047B  mov edi,aminstantservice-8.60.20.D51D40                           "success"
00BF0484  mov edi,aminstantservice-8.60.20.D51D48                           "fail"
00BF0489  push aminstantservice-8.60.20.D51D50                              "exitresult"
00BF0507  push aminstantservice-8.60.20.D51D5C                              "exitcode"
00BF0588  push aminstantservice-8.60.20.D51D68                              "api"
00BF0729  push aminstantservice-8.60.20.D51D7C                              "evt"
00BF073E  push aminstantservice-8.60.20.D51D6C                              "installstart"
00BF079C  push aminstantservice-8.60.20.D51D9C                              "logname"
00BF07AA  push aminstantservice-8.60.20.D51D80                              "am-aminstant-installstart"
00BF0808  push aminstantservice-8.60.20.D51DA4                              "contentid"
00BF0870  push aminstantservice-8.60.20.D51DB0                              "tracking"
00BF08D8  push aminstantservice-8.60.20.D51DBC                              "api"
00BF09A6  push aminstantservice-8.60.20.D51DC0                              "AmInstant::install (url=%s, cid=%s, title=%s, tracking=%s) -> %d"
00BF0B11  push aminstantservice-8.60.20.D51E0C                              "evt"
00BF0B26  push aminstantservice-8.60.20.D51E04                              "preload"
00BF0B84  push aminstantservice-8.60.20.D51E28                              "logname"
00BF0B92  push aminstantservice-8.60.20.D51E10                              "am-aminstant-preload"
00BF0BF0  push aminstantservice-8.60.20.D51E30                              "contentid"
00BF0C58  push aminstantservice-8.60.20.D51E3C                              "tracking"
00BF0CDF  push aminstantservice-8.60.20.D51E48                              "playlikelihood"
00BF0D67  push aminstantservice-8.60.20.D51E58                              "api"
00BF0E3E  push aminstantservice-8.60.20.D51E68                              "AmInstant::install (url=%s, cid=%s, title=%s, tracking=%s, likelihood=%d) -> %d"
00BF1046  push aminstantservice-8.60.20.D51EB8                              "evt"
00BF105B  push aminstantservice-8.60.20.D51E5C                              "uninstall"
00BF10B8  push aminstantservice-8.60.20.D51ED4                              "logname"
00BF10C6  push aminstantservice-8.60.20.D51EBC                              "am-aminstant-uninstall"
00BF1123  push aminstantservice-8.60.20.D51EDC                              "contentid"
00BF119D  push aminstantservice-8.60.20.D51EE8                              "tracking"
00BF122D  push aminstantservice-8.60.20.D51EF4                              "api"
00BF12B6  push aminstantservice-8.60.20.D51EF8                              "AmInstant::uninstall (cid=%s) -> (%d, %d)"
00BF1514  push aminstantservice-8.60.20.D51F24                              "AmInstant::uninstallAllGames() -> %d"
00BF1634  push aminstantservice-8.60.20.D51ACC                              "games.json"
00BF1A00  push aminstantservice-8.60.20.D51AEC                              "evt"
00BF1A15  push aminstantservice-8.60.20.D51AE4                              "play"
00BF1A72  push aminstantservice-8.60.20.D51B04                              "logname"
00BF1A80  push aminstantservice-8.60.20.D51AF0                              "am-aminstant-play"
00BF1ADD  push aminstantservice-8.60.20.D51B0C                              "contentid"
00BF1B57  push aminstantservice-8.60.20.D51B18                              "tracking"
00BF1BE7  push aminstantservice-8.60.20.D51B24                              "authtoken"
00BF1C65  push aminstantservice-8.60.20.D51B30                              "api"
00BF1CFF  push aminstantservice-8.60.20.D51B34                              "AmInstant::Play (cid=%s, atoken=%s) -> %d"
00BF2000  mov eax,aminstantservice-8.60.20.D5221C                           "null"
00BF211C  push aminstantservice-8.60.20.D50E64                              "invalid string position"
00BF22BD  push aminstantservice-8.60.20.D520D0                              "%d.%d.%d"
00BF230D  push aminstantservice-8.60.20.D50E54                              "string too long"
00BF232B  push aminstantservice-8.60.20.D50E54                              "string too long"
00BF243E  push aminstantservice-8.60.20.D50E64                              "invalid string position"
00BF2796  push aminstantservice-8.60.20.D5221C                              "null"
00BF2BD7  push aminstantservice-8.60.20.D5059C                              "vector<T> too long"
00BF2CEB  push aminstantservice-8.60.20.D5059C                              "vector<T> too long"
00BF2D68  push aminstantservice-8.60.20.D5059C                              "vector<T> too long"
00BF302B  push aminstantservice-8.60.20.D5059C                              "vector<T> too long"
00BF30FF  push aminstantservice-8.60.20.D52144                              "/versions.json"
00BF34BC  push aminstantservice-8.60.20.D52158                              "location"
00BF3595  push aminstantservice-8.60.20.D52164                              "http://"
00BF35C2  push aminstantservice-8.60.20.D5216C                              "https://"
00BF3653  push aminstantservice-8.60.20.D52178                              "location"
00BF3744  push aminstantservice-8.60.20.D52184                              "%s/%s/%s"
00BF3788  push aminstantservice-8.60.20.D52190                              "name"
00BF385B  push aminstantservice-8.60.20.D52198                              "version"
00BF3995  push aminstantservice-8.60.20.D521A0                              "md5"
00BF3A5A  push aminstantservice-8.60.20.D521A4                              "downgrade"
00BF414A  push aminstantservice-8.60.20.D521B0                              "*\\GameHouseApp.exe"
00BF420D  push aminstantservice-8.60.20.D521C4                              "--upgrade --quiet"
00BF427C  push aminstantservice-8.60.20.D521D8                              "--quiet"
00BF42F4  push aminstantservice-8.60.20.D520DC                              "http://games-dl.gamehouse.com/gamehouse/activemark/"
00BF4591  push aminstantservice-8.60.20.D52110                              "http://games-dl.gamehouse.com/gamehouse/activemark/"
00BF48BA  push aminstantservice-8.60.20.D50E7C                              "map/set<T> too long"
00BF5496  mov dword ptr ss:[esp],aminstantservice-8.60.20.D52390            "exit"
00BF579A  push aminstantservice-8.60.20.D52224                              "OK!"
00BF57A3  push aminstantservice-8.60.20.D52228                              "Not enough privileges to run this action"
00BF57AC  push aminstantservice-8.60.20.D52254                              "Unable to retrieve path of the application"
